Name,RA,DEC,GLON,GLAT,r50,n07,pmRA,e_pmRA,pmDE,e_pmDE,plx,e_plx,Flag,Age,A,D_m,D_pc,X,Y,Z,Rgc
Graham_1,164.134,-63.018,290.319,-2.995,0.028,14,-6.324,0.125,2.178,0.086,0.218,0.049,NN,7.19,2.29,12.76,3558,1233,-3332,-185,7848
Gulliver_34,167.722,-59.158,290.35,1.235,0.045,14,-6.179,0.059,2.409,0.072,0.223,0.034,notEnoughStars,---,---,---,---,---,---,---,---
Ruprecht_93,166.037,-61.372,290.444,-1.129,0.074,79,-6.411,0.095,3.104,0.074,0.436,0.028,NN,8.39,0.7,11.66,2150,750,-2014,-42,7851
UBC_267,168.283,-58.901,290.514,1.595,0.135,95,-6.016,0.123,1.809,0.143,0.311,0.027,NN,7.11,0.46,11.92,2421,848,-2266,67,7827
Shorlin_1,166.443,-61.231,290.566,-0.922,0.014,2,-5.869,0.052,2.189,0.115,0.083,0.031,notEnoughStars,---,---,---,---,---,---,---,---
Teutsch_143a,167.141,-60.741,290.686,-0.338,0.033,95,-5.602,0.074,2.283,0.079,0.219,0.038,NN,9.04,1.47,12.8,3623,1280,-3390,-21,7831
UBC_659,167.285,-60.687,290.734,-0.257,0.074,19,-6.297,0.071,1.387,0.073,0.367,0.009,NN,7.44,1.09,11.86,2352,832,-2200,-10,7822
NGC_3572,167.64,-60.294,290.742,0.169,0.074,75,-6.261,0.103,1.893,0.166,0.376,0.051,NN,6.68,1.53,11.95,2455,869,-2296,7,7815
Hogg_10,167.663,-60.385,290.788,0.088,0.032,11,-6.201,0.071,1.754,0.046,0.382,0.023,notEnoughStars,---,---,---,---,---,---,---,---
UBC_660,168.369,-59.705,290.86,0.864,0.065,17,-6.692,0.07,0.622,0.048,0.439,0.013,manual,9,1.18,11.59,2077,739,-1941,31,7844
Trumpler_18,167.826,-60.656,290.964,-0.132,0.069,29,-7.172,0.06,0.569,0.079,0.624,0.026,NN,7.68,0.76,10.91,1523,545,-1422,-3,7923
DBSB_60,166.385,-62.482,291.037,-2.081,0.03,26,-5.229,0.372,1.874,0.222,0.202,0.105,tooRed,---,---,---,---,---,---,---,---
UBC_268,165.349,-63.655,291.086,-3.348,0.073,94,-6.109,0.095,1.947,0.1,0.23,0.027,NN,9.23,1.18,12.83,3675,1319,-3423,-214,7810
UPK_567,161.029,-67.524,291.158,-7.554,0.577,88,-6.374,0.114,0.109,0.256,1.538,0.057,NN,8.53,0.47,9.05,645,231,-596,-84,8130
NGC_3590,168.262,-60.79,291.212,-0.177,0.034,167,-6.1,0.134,1.013,0.125,0.361,0.048,NN,7.42,1.3,12.11,2638,954,-2459,-8,7784
UBC_661,168.158,-61.132,291.297,-0.528,0.098,16,-5.847,0.084,1.28,0.037,0.423,0.013,notEnoughStars,---,---,---,---,---,---,---,---
UBC_269,166.769,-62.87,291.351,-2.367,0.067,30,-7.014,0.052,1.647,0.044,0.522,0.021,NN,8.01,1.14,11.31,1828,665,-1701,-75,7861
UBC_270,169.813,-59.552,291.487,1.256,0.066,51,-6.333,0.082,1.122,0.08,0.389,0.016,NN,8.21,0.67,12.03,2543,931,-2365,55,7777
LP_1540,170.219,-59.302,291.594,1.562,0.061,75,-5.245,0.069,1.807,0.092,0.346,0.038,NN,9.21,0.49,12.02,2539,934,-2360,69,7772
BH_118,170.765,-58.549,291.604,2.366,0.023,61,-4.406,0.116,1.45,0.124,0.065,0.061,NN,9.28,1.07,14.72,8807,3240,-8181,363,9641
NGC_3603,168.795,-61.259,291.624,-0.518,0.039,272,-5.543,0.189,1.961,0.149,0.076,0.074,tooRed,---,---,---,---,---,---,---,---
UBC_272,168.099,-62.284,291.684,-1.587,0.106,57,-5.817,0.079,1.561,0.048,0.397,0.014,NN,7.97,1.14,12,2513,928,-2334,-69,7770
BH_111,167.32,-63.834,291.956,-3.161,0.029,27,-8.176,0.095,2.941,0.07,0.339,0.053,NN,8.29,1.28,12.27,2850,1064,-2639,-157,7739
UBC_273,170.302,-60.568,292.065,0.383,0.041,31,-6.328,0.067,1.131,0.088,0.428,0.017,NN,7.66,0.73,11.71,2197,825,-2036,14,7785
FSR_1580,171.917,-58.471,292.148,2.636,0.039,7,-5.244,0.082,1.408,0.079,0.125,0.024,notEnoughStars,---,---,---,---,---,---,---,---
LP_5,156.138,-72.51,292.315,-12.738,0.627,342,-6.89,0.099,1.462,0.201,0.51,0.036,NN,9.43,0.27,11.32,1840,681,-1660,-405,7836
IC_2714,169.373,-62.719,292.401,-1.784,0.171,888,-7.597,0.167,2.639,0.168,0.719,0.044,NN,8.72,0.95,10.67,1360,518,-1257,-42,7922
Mamajek_1,130.637,-78.963,292.436,-21.601,0.362,20,-29.834,1.81,26.99,1.212,10.13,0.147,notEnoughStars,---,---,---,---,---,---,---,---
Loden_372,172.769,-58.507,292.583,2.74,0.088,64,-6.807,0.111,0.936,0.106,0.551,0.045,NN,7.98,0.68,11.2,1734,665,-1599,82,7839
FSR_1586,170.679,-62.302,292.823,-1.184,0.057,104,-5.934,0.141,1.513,0.182,0.211,0.07,tooRed,---,---,---,---,---,---,---,---
UBC_275,167.723,-65.714,292.833,-4.833,0.023,26,-5.552,0.107,2.311,0.065,0.214,0.022,NN,8.34,1.31,13.08,4136,1599,-3799,-348,7737
UBC_513,171.342,-61.446,292.834,-0.269,0.038,16,-5.616,0.094,0.539,0.059,0.364,0.017,NN,8.31,0.93,12.07,2599,1008,-2395,-12,7712
Melotte_105,169.92,-63.486,292.903,-2.416,0.054,458,-6.771,0.127,2.133,0.131,0.407,0.047,NN,8.48,1.42,11.85,2346,912,-2159,-98,7735
Ruprecht_164,172.616,-60.752,293.198,0.58,0.044,125,-6.83,0.096,1.321,0.094,0.194,0.04,NN,9.23,0.86,12.96,3916,1542,-3599,39,7691
UBC_276,172.884,-60.766,293.334,0.613,0.06,79,-7.361,0.102,1.84,0.077,0.184,0.03,NN,8.96,1.07,13.1,4166,1650,-3825,44,7706
UBC_514,158.561,-73.324,293.35,-13.07,0.174,26,-6.926,0.124,1.087,0.076,0.504,0.023,manual,9.35,0.73,11.34,1850,714,-1654,-418,7803
UBC_277,174.042,-59.46,293.505,2.019,0.093,58,-6.503,0.07,1.618,0.08,0.53,0.017,NN,8.01,1.05,11.32,1834,731,-1681,64,7792
Ruprecht_94,172.772,-63.426,294.089,-1.943,0.213,47,-6.378,0.076,0.769,0.086,0.369,0.031,NN,7.39,0.82,11.76,2244,915,-2047,-76,7701
NGC_3766,174.061,-61.616,294.12,-0.037,0.116,531,-6.731,0.111,0.961,0.119,0.459,0.042,NN,7.36,0.66,11.64,2123,867,-1938,-1,7719
NGC_3960,177.644,-55.679,294.372,6.178,0.071,243,-6.522,0.088,1.853,0.082,0.4,0.039,NN,8.94,0.84,11.85,2345,962,-2124,252,7677
FSR_1591,174.222,-62.731,294.511,-1.085,0.048,61,-5.469,0.338,1.67,0.237,0.255,0.142,tooRed,---,---,---,---,---,---,---,---
ASCC_67,175.28,-61.013,294.515,0.704,0.183,26,-6.766,0.066,0.919,0.063,0.482,0.025,NN,7.57,0.58,11.5,1999,829,-1818,24,7727
LP_2094,175.495,-61.961,294.867,-0.182,0.107,131,-3.712,0.119,1.269,0.112,0.545,0.062,NN,8.17,0.6,11.19,1733,728,-1572,-5,7771
BH_121,174.661,-63.387,294.886,-1.658,0.154,174,-6,0.125,0.63,0.123,0.387,0.042,NN,6.42,1.11,11.91,2413,1015,-2188,-69,7644
IC_2948,174.822,-63.44,294.97,-1.689,0.105,51,-5.968,0.109,0.647,0.053,0.388,0.033,NN,6.81,1.16,12,2508,1058,-2273,-73,7628
UBC_279,173.443,-66.087,295.17,-4.397,0.104,51,-7.296,0.059,2.034,0.096,0.621,0.022,NN,8.47,0.77,11.04,1614,684,-1456,-123,7792
Stock_14,175.925,-62.537,295.211,-0.685,0.081,19,-6.388,0.074,0.714,0.063,0.385,0.032,NN,7.56,0.4,11.9,2396,1020,-2168,-28,7633
FSR_1595,176.771,-62.639,295.614,-0.686,0.03,38,-6.779,0.123,1.373,0.117,0.179,0.054,NN,8.84,2.45,13.66,5384,2327,-4855,-64,7727
SAI_116,177.324,-62.226,295.762,-0.222,0.048,135,-7.729,0.141,1.339,0.096,0.206,0.06,NN,8.1,2.14,13.08,4130,1795,-3719,-16,7528
Ruprecht_96,177.67,-62.14,295.899,-0.101,0.049,73,-5.491,0.066,0.806,0.069,0.27,0.046,NN,7.67,1.39,12.58,3280,1432,-2951,-5,7511
UBC_280,177.923,-62.646,296.121,-0.569,0.131,85,-5.63,0.079,0.662,0.09,0.398,0.023,NN,7.71,0.61,11.86,2350,1034,-2110,-23,7603
UBC_662,178.897,-61.532,296.325,0.621,0.044,36,-6.729,0.057,1.352,0.074,0.198,0.019,NN,7.64,2.19,13.14,4249,1884,-3808,46,7495
UBC_281,178.121,-64.593,296.665,-2.45,0.084,23,-5.587,0.121,0.208,0.061,0.365,0.011,NN,7.54,0.95,11.92,2417,1083,-2158,-103,7570
UBC_282,180.169,-60.504,296.718,1.752,0.086,79,-6.339,0.085,0.661,0.069,0.299,0.03,manual,8.1,1.31,12.44,3072,1380,-2742,93,7480
Ruprecht_97,179.369,-62.708,296.791,-0.481,0.03,23,-6.486,0.069,0.435,0.066,0.199,0.033,manual,8.25,1.4,12.95,3890,1753,-3472,-32,7445
UBC_515,179.311,-62.968,296.822,-0.738,0.075,30,-6.147,0.063,0.691,0.048,0.239,0.013,NN,6.91,1.53,12.77,3580,1615,-3195,-46,7444
Alessi_Teutsch_8,180.649,-60.935,297.033,1.376,0.298,319,-6.625,0.136,1.63,0.136,0.967,0.049,NN,8.07,0.49,9.98,989,449,-881,23,7939
Ruprecht_98,179.715,-64.581,297.326,-2.283,0.835,110,-4.114,0.355,-8.632,0.264,2.044,0.07,NN,8.69,0.36,8.52,506,232,-449,-20,8119
Gulliver_12,181.174,-61.308,297.351,1.057,0.076,43,-5.948,0.071,-0.41,0.088,0.559,0.034,NN,8.33,0.58,11.18,1722,791,-1529,31,7702
NGC_4052,180.446,-63.23,297.375,-0.895,0.101,137,-6.836,0.072,0.069,0.073,0.323,0.044,NN,8.52,1.01,12.08,2603,1197,-2311,-40,7507
ESO_130_06,181.97,-59.31,297.391,3.092,0.109,71,-11.266,0.148,-0.866,0.127,1.229,0.039,NN,8.15,0.27,9.54,808,371,-716,43,8000
Juchert_13,180.431,-64.099,297.535,-1.75,0.048,177,-8.127,0.123,0.249,0.102,0.274,0.062,NN,9.36,1.74,12.65,3390,1566,-3005,-103,7409
NGC_4103,181.628,-61.245,297.555,1.156,0.115,313,-6.184,0.117,0.075,0.107,0.473,0.053,NN,7.32,0.85,11.57,2060,953,-1826,41,7609
Gulliver_50,181.362,-62.678,297.682,-0.275,0.106,62,-7.204,0.102,1.663,0.063,0.514,0.042,NN,7.61,0.94,11.19,1731,804,-1533,-8,7690
Ruprecht_100,181.52,-62.624,297.745,-0.21,0.047,48,-8.255,0.067,0.898,0.057,0.253,0.037,NN,8.31,1.56,12.64,3373,1570,-2985,-12,7398
ESO_130_08,182.619,-59.479,297.745,2.98,0.101,105,-5.952,0.108,-0.875,0.092,0.721,0.033,NN,8.25,0.75,10.64,1342,624,-1186,69,7806
UBC_283,179.651,-68.683,298.133,-6.3,0.052,26,-8.965,0.067,-0.793,0.045,0.693,0.017,NN,8.5,0.48,10.68,1366,640,-1198,-149,7792
UBC_516,182.541,-62.33,298.16,0.157,0.038,24,-4.784,0.061,0.49,0.067,0.272,0.015,NN,8.46,1.37,12.52,3186,1503,-2809,8,7390
Ruprecht_101,182.398,-62.995,298.203,-0.508,0.083,257,-9.521,0.1,0.479,0.089,0.272,0.044,NN,9.02,1.32,12.24,2809,1327,-2475,-24,7436
UBC_517,182.482,-63.791,298.372,-1.296,0.148,53,-5.685,0.062,0.008,0.067,0.392,0.018,NN,7.35,0.77,11.85,2348,1115,-2065,-53,7513
UBC_663,182.773,-63.626,298.497,-1.109,0.112,7,-5.724,0.03,-0.053,0.043,0.361,0.006,notEnoughStars,---,---,---,---,---,---,---,---
Ruprecht_102,183.393,-62.719,298.609,-0.166,0.032,47,-4.109,0.104,0.293,0.099,0.305,0.053,NN,8.64,1.55,12.48,3126,1496,-2744,-9,7372
UBC_284,184.283,-62.952,299.045,-0.345,0.074,170,-7.19,0.087,-1.335,0.09,0.504,0.03,NN,9.2,0.94,11.35,1865,905,-1631,-11,7611
UBC_518,184.56,-62.969,299.179,-0.346,0.055,21,-5.564,0.094,0.091,0.072,0.265,0.013,NN,7.48,1.61,12.66,3404,1659,-2972,-20,7311
UBC_519,185.454,-60.4,299.275,2.262,0.06,27,-5.635,0.078,0.905,0.042,0.299,0.022,NN,8.81,1.45,12.19,2746,1342,-2394,108,7396
NGC_4337,186.022,-58.125,299.316,4.555,0.055,210,-8.841,0.08,1.468,0.085,0.357,0.042,NN,9.16,1.06,11.95,2450,1195,-2129,194,7454
ESO_130_13,185.782,-59.644,299.357,3.031,0.088,120,-4.422,0.074,-0.417,0.067,0.386,0.042,NN,7.53,1.38,11.92,2420,1184,-2106,127,7458
UBC_285,184.671,-65.42,299.529,-2.762,0.105,67,-6.242,0.068,-0.711,0.076,0.568,0.028,NN,7.79,0.45,11.08,1647,811,-1431,-79,7663
NGC_4349,186.048,-61.866,299.726,0.836,0.075,105,-7.827,0.159,-0.296,0.119,0.49,0.036,NN,8.5,1.01,11.42,1920,951,-1667,28,7573
Gulliver_46,186.234,-61.973,299.824,0.739,0.024,64,-6.946,0.093,0.125,0.07,0.181,0.055,NN,7.07,2.67,13.31,4587,2281,-3979,59,7248
ASCC_71,185.033,-67.509,299.936,-4.82,0.255,76,-9.272,0.123,-1.351,0.154,0.786,0.045,NN,8.11,0.53,10.52,1269,631,-1096,-106,7786
Collinder_258,186.798,-60.767,299.974,1.966,0.128,110,-7.051,0.111,-0.288,0.095,0.764,0.046,NN,7.99,0.53,10.54,1284,641,-1111,44,7778
NGC_4439,187.119,-60.097,300.071,2.647,0.063,55,-7.089,0.145,-0.413,0.159,0.474,0.06,NN,7.72,0.99,11.52,2011,1006,-1738,92,7536
UBC_520,186.083,-66.672,300.245,-3.94,0.051,25,-4.872,0.059,-0.095,0.033,0.492,0.017,manual,8.9,1.23,11.35,1866,937,-1608,-128,7574
BH_132,186.72,-64.058,300.25,-1.315,0.046,52,-6.22,0.093,-0.177,0.072,0.362,0.039,manual,8.2,1.24,12.03,2541,1279,-2194,-58,7393
UBC_286,187.364,-62.447,300.395,0.312,0.099,73,-6.16,0.08,-0.403,0.065,0.435,0.024,NN,7.76,1.59,11.8,2291,1159,-1976,12,7447
UBC_521,187.576,-64.16,300.632,-1.381,0.067,45,-8.453,0.064,-0.851,0.083,0.322,0.022,NN,8.97,1.66,12.07,2594,1321,-2232,-62,7364
NGC_4463,187.466,-64.8,300.637,-2.024,0.057,67,-5.326,0.09,-0.435,0.094,0.523,0.041,NN,7.46,1.53,11.28,1804,919,-1551,-63,7581
Ruprecht_105,188.694,-61.592,300.951,1.215,0.106,42,-5.986,0.063,-0.001,0.069,0.46,0.026,NN,8.59,1.5,11.56,2050,1054,-1758,43,7494
UBC_287,189.765,-61.272,301.444,1.566,0.059,68,-4.749,0.089,-0.734,0.073,0.433,0.03,NN,7.37,1.82,11.86,2352,1226,-2006,64,7390
Trumpler_20,189.882,-60.637,301.472,2.201,0.112,738,-7.089,0.092,0.18,0.085,0.251,0.045,NN,9.27,0.88,12.65,3392,1769,-2891,130,7178
ASCC_73,189.281,-67.203,301.542,-4.37,0.988,57,-11.539,0.314,-2.945,0.462,1.518,0.124,NN,8.53,0.23,9.08,655,341,-556,-49,8017
Collinder_261,189.519,-68.377,301.696,-5.537,0.108,1799,-6.351,0.165,-2.705,0.16,0.315,0.082,NN,9.8,0.81,12.27,2850,1490,-2414,-275,7262
NGC_4609,190.582,-62.995,301.898,-0.141,0.137,286,-4.87,0.127,-1.045,0.146,0.66,0.053,NN,7.91,0.88,10.76,1419,750,-1205,-3,7684
LP_1994,191.005,-58.096,301.948,4.761,0.141,214,-2.174,0.094,-1.294,0.088,0.501,0.052,NN,8.86,1.22,11.4,1905,1004,-1611,158,7509
UBC_522,190.822,-61.627,301.962,1.231,0.11,57,-4.447,0.053,-1.154,0.052,0.396,0.025,NN,7.18,2.22,11.93,2435,1289,-2066,52,7347
Hogg_15,190.906,-63.101,302.048,-0.242,0.064,72,-6.018,0.095,-0.461,0.073,0.266,0.052,NN,6.34,3.4,12.4,3020,1602,-2560,-12,7207
UBC_289,191.193,-61.154,302.127,1.704,0.077,63,-4.278,0.069,-0.082,0.075,0.472,0.025,NN,8.14,1.28,11.51,2007,1067,-1699,59,7468
Gulliver_58,191.515,-61.965,302.3,0.9,0.074,196,-3.592,0.125,-0.353,0.116,0.398,0.055,NN,8.82,2.76,11.97,2478,1324,-2094,38,7321
UBC_523,191.63,-66.205,302.435,-3.339,0.032,18,-5.078,0.064,0.033,0.072,0.311,0.01,NN,8.22,1.56,12.62,3337,1786,-2811,-194,7130
UBC_290,191.949,-59.381,302.467,3.488,0.151,118,-5.892,0.083,-0.293,0.071,0.595,0.037,NN,8.28,0.62,11.03,1605,860,-1352,97,7600
UBC_524,192.623,-60.996,302.818,1.875,0.053,43,-6.534,0.062,-0.832,0.064,0.267,0.024,NN,8.92,1.07,12.42,3046,1650,-2558,99,7162
UPK_579,192.917,-50.541,302.969,12.321,1.083,110,-10.71,0.292,-3.23,0.251,1.367,0.082,NN,8.08,0.11,9.23,702,373,-575,149,7987
UPK_578,192.965,-57.367,302.989,5.504,0.117,55,-12.913,0.108,-4.654,0.15,1.045,0.068,NN,8.94,0.7,9.9,956,518,-798,91,7862
NGC_4755,193.415,-60.371,303.207,2.5,0.086,595,-4.647,0.132,-1.134,0.134,0.462,0.044,NN,7.08,1.22,11.5,1992,1090,-1665,86,7438
NGC_4815,194.499,-64.96,303.626,-2.097,0.056,531,-5.754,0.111,-0.964,0.103,0.261,0.062,NN,8.57,1.75,12.59,3295,1823,-2742,-120,7069
NGC_4852,195.046,-59.607,304.04,3.246,0.123,190,-8.118,0.114,-1.205,0.129,0.752,0.061,NN,7.89,0.94,10.51,1261,705,-1044,71,7705
Gulliver_59,195.721,-64.6,304.16,-1.756,0.172,67,-2.408,0.101,-1.053,0.087,0.434,0.039,NN,8.22,1.14,11.71,2199,1234,-1819,-67,7334
UBC_525,196.023,-63.941,304.322,-1.102,0.1,54,-4.202,0.092,-1.219,0.063,0.436,0.027,NN,7.07,2.26,11.79,2279,1285,-1882,-43,7301
Danks_1,198.121,-62.699,305.342,0.074,0.02,57,-7.02,0.137,-0.499,0.197,0.159,0.134,tooRed,---,---,---,---,---,---,---,---
BH_144,198.808,-65.92,305.359,-3.161,0.024,73,-5.111,0.362,-0.375,0.204,0.045,0.088,NN,9.17,1.68,14.92,9649,5575,-7857,-532,8329
Danks_2,198.222,-62.681,305.39,0.089,0.013,56,-7.016,0.152,-0.336,0.217,0.129,0.063,tooRed,---,---,---,---,---,---,---,---
Collinder_268,199.543,-67.079,305.537,-4.343,0.08,128,-5.48,0.09,-0.405,0.085,0.357,0.038,NN,8.38,1.16,12.1,2633,1526,-2137,-199,7140
UBC_291,199.091,-63.436,305.713,-0.696,0.049,52,-5.624,0.086,-1.586,0.065,0.307,0.023,NN,7.4,1.78,12.35,2944,1718,-2390,-35,7039
Ruprecht_107,199.937,-64.944,305.925,-2.237,0.033,40,-5.845,0.047,-1.622,0.09,0.237,0.051,NN,8.31,1.01,12.7,3464,2030,-2802,-135,6903
UBC_526,199.664,-62.523,306.065,0.182,0.074,17,-4.158,0.118,-1.833,0.06,0.452,0.011,NN,7.26,1.46,11.47,1969,1159,-1591,6,7355
Stock_16,199.86,-62.622,306.145,0.075,0.056,23,-6.574,0.575,-0.991,0.735,0.222,0.081,tooRed,---,---,---,---,---,---,---,---
Collinder_269,200.992,-66.204,306.21,-3.539,0.137,55,-5.058,0.059,-2.492,0.102,0.568,0.043,NN,8.62,0.78,11.16,1702,1003,-1371,-105,7463
UBC_292,200.201,-61.258,306.465,1.404,0.199,84,-3.641,0.066,-1.656,0.088,0.431,0.027,NN,7.84,0.97,11.68,2170,1289,-1745,53,7263
Collinder_271,202.453,-64.199,307.093,-1.637,0.049,34,-5.697,0.059,-1.579,0.06,0.353,0.038,NN,7.79,1.23,12.09,2613,1575,-2084,-74,7077
Basel_18,201.967,-62.306,307.151,0.267,0.06,49,-5.008,0.08,-2.05,0.096,0.508,0.057,NN,7.44,0.65,11.35,1863,1125,-1485,8,7366
NGC_5138,201.829,-59.023,307.544,3.527,0.07,95,-3.597,0.08,-1.449,0.089,0.51,0.053,NN,7.68,0.73,11.31,1827,1111,-1446,112,7371
UBC_527,204.529,-66.651,307.548,-4.198,0.056,33,-7.503,0.071,-2.654,0.056,0.553,0.021,NN,8.4,0.79,11.14,1687,1025,-1334,-123,7434
UBC_293,202.711,-61.775,307.578,0.737,0.095,80,-4.434,0.079,-1.714,0.069,0.291,0.032,NN,7.3,1.62,12.59,3293,2008,-2610,42,6848
Trumpler_21,203.068,-62.787,307.581,-0.284,0.071,95,-4.682,0.117,-2.312,0.116,0.722,0.045,NN,7.69,0.58,10.61,1326,809,-1051,-6,7603
Collinder_272,202.586,-61.319,307.584,1.201,0.127,255,-3.441,0.08,-1.798,0.134,0.414,0.046,NN,7.66,1.29,11.75,2236,1363,-1771,46,7197
NGC_5168,202.791,-60.945,307.738,1.556,0.044,183,-4.131,0.091,-1.478,0.122,0.28,0.069,NN,8.78,1.45,12.31,2892,1769,-2286,78,6956
UPK_585,212.787,-75.872,307.818,-13.734,0.217,28,-6.81,0.142,-5.57,0.186,1.388,0.05,NN,7.89,0.2,9.24,705,420,-541,-167,7938
BH_150,204.506,-63.346,308.128,-0.946,0.025,43,-6.395,0.112,-1.534,0.077,0.178,0.059,NN,7.34,3.76,13.73,5580,3445,-4389,-92,6574
Ruprecht_108,203.002,-58.509,308.223,3.945,0.106,32,-9.025,0.178,-2.323,0.155,0.977,0.059,NN,7.92,0.27,9.98,992,612,-778,68,7766
Pismis_18,204.227,-62.091,308.226,0.313,0.048,236,-5.658,0.105,-2.286,0.105,0.332,0.052,NN,8.76,1.81,12.28,2860,1770,-2247,15,6943
UPK_587,200.909,-49.907,308.317,12.648,0.459,41,-8.828,0.157,-2.618,0.18,1.112,0.041,NN,8.07,0.14,9.77,900,544,-689,197,7825
UBC_528,204.627,-61.607,308.491,0.755,0.067,30,-4.819,0.054,-1.793,0.076,0.252,0.025,NN,9.43,0.83,12.9,3795,2361,-2970,49,6675
Collinder_277,207.058,-66.066,308.655,-3.827,0.141,195,-9.225,0.097,-4.139,0.091,0.576,0.042,NN,8.99,0.72,11.22,1752,1092,-1365,-116,7375
BH_151,205.051,-61.731,308.672,0.596,0.008,29,-5.853,0.099,-1.878,0.17,0.176,0.078,NN,7.2,4.06,13.49,4989,3117,-3895,51,6515
SAI_118,205.811,-63.146,308.743,-0.861,0.088,108,-4.401,0.114,-2.335,0.092,0.514,0.039,NN,7.5,0.93,11.31,1829,1144,-1426,-27,7335
UBC_529,205.412,-61.922,308.807,0.375,0.073,119,-7.326,0.092,-2.563,0.091,0.285,0.037,NN,8.22,2.6,12.29,2875,1802,-2240,18,6911
NGC_5269,206.147,-62.907,308.941,-0.657,0.048,49,-4.49,0.078,-1.918,0.075,0.46,0.036,NN,8.12,0.99,11.59,2080,1307,-1618,-23,7216
UBC_294,204.258,-58.073,308.945,4.267,0.072,52,-8.558,0.072,-2.312,0.084,0.617,0.024,NN,8.9,0.98,11,1586,994,-1230,118,7447
NGC_5288,207.193,-64.68,309.016,-2.487,0.044,101,-3.85,0.098,-1.935,0.087,0.345,0.041,NN,8.67,1.38,12.14,2675,1682,-2077,-116,6973
FSR_1663,205.251,-60.203,309.057,2.078,0.044,84,-5.031,0.07,-2.464,0.128,0.27,0.075,NN,9.11,2.42,12.34,2940,1851,-2282,106,6877
NGC_5281,206.614,-62.916,309.147,-0.71,0.046,32,-4.628,0.098,-2.389,0.097,0.603,0.043,NN,7.6,0.66,10.99,1576,995,-1222,-19,7445
Platais_10,205.22,-59.271,309.22,2.996,0.485,20,-30.591,0.475,-10.215,0.419,4.158,0.099,NN,8.04,0.22,6.91,240,152,-186,12,8190
UBC_295,207.554,-60.399,310.132,1.65,0.082,55,-4.487,0.058,-1.54,0.086,0.578,0.03,NN,8.7,0.95,11.18,1717,1106,-1312,49,7351
NGC_5316,208.516,-61.883,310.239,0.097,0.17,365,-6.297,0.099,-1.515,0.119,0.665,0.055,NN,8.22,0.92,10.81,1450,936,-1107,2,7485
Lynga_1,209.994,-62.152,310.842,-0.338,0.035,29,-5.303,0.079,-2.274,0.08,0.422,0.034,NN,8.22,0.94,11.75,2242,1466,-1696,-13,7079
UBC_531,211.837,-63.076,311.408,-1.458,0.062,32,-5.216,0.047,-2.916,0.088,0.349,0.021,NN,7.91,1.64,12.15,2691,1779,-2018,-68,6863
NGC_5381,210.205,-59.578,311.621,2.118,0.132,376,-6.034,0.116,-2.932,0.122,0.379,0.052,NN,8.55,1.62,11.85,2349,1559,-1754,86,7004
ASCC_77,212.694,-62.331,311.999,-0.864,0.179,141,-4.243,0.11,-3.22,0.13,0.842,0.045,NN,7.91,0.64,10.28,1136,760,-844,-17,7626
Loden_1194,212.006,-59.786,312.436,1.665,0.336,62,-7.762,0.171,-4.667,0.202,1.329,0.053,manual,8.4,0.46,9.19,688,464,-508,20,7891
UPK_594,219.173,-67.975,312.562,-7.099,0.591,39,-1.9,0.134,-3.118,0.106,1.029,0.038,NN,8.18,0.81,9.86,936,628,-684,-115,7741
Alessi_6,220.058,-66.127,313.643,-5.544,0.294,164,-10.472,0.15,-5.559,0.163,1.1,0.057,NN,8.63,0.7,9.74,886,608,-638,-85,7757
Lynga_2,216.085,-61.328,313.839,-0.44,0.198,147,-6.716,0.122,-4.696,0.145,1.034,0.049,NN,8.01,0.79,9.93,970,672,-699,-7,7699
UPK_599,205.84,-38.576,313.934,23.147,0.711,87,-9.945,0.352,0.293,0.247,1.458,0.073,NN,7.29,0.1,9.07,652,416,-432,256,7935
UBC_296,216.202,-61.046,314.001,-0.197,0.052,33,-3.678,0.067,-2.233,0.075,0.476,0.033,NN,8.4,1.29,11.52,2016,1400,-1450,-6,7089
Ruprecht_167,215.15,-58.858,314.252,2.04,0.179,80,-8.205,0.125,-4.838,0.112,0.613,0.047,NN,8.73,1.42,11.09,1652,1152,-1182,58,7284
BH_164,222.311,-66.465,314.323,-6.235,0.639,204,-7.368,0.335,-10.714,0.281,2.364,0.078,NN,7.51,0.17,8.21,438,304,-311,-47,8041
UBC_297,218.081,-62.222,314.394,-1.612,0.046,42,-6.779,0.052,-3.923,0.073,0.327,0.016,manual,8.55,2.11,12.17,2717,1900,-1941,-76,6725
Trumpler_22,217.783,-61.169,314.657,-0.588,0.103,140,-5.12,0.073,-2.683,0.104,0.386,0.028,NN,7.51,1.78,11.94,2439,1714,-1735,-25,6848
NGC_5617,217.452,-60.719,314.676,-0.11,0.117,565,-5.641,0.099,-3.172,0.146,0.4,0.048,NN,8.02,1.55,11.75,2236,1572,-1590,-4,6952
Pismis_19,217.666,-60.889,314.71,-0.307,0.035,430,-5.46,0.142,-3.247,0.21,0.255,0.086,NN,8.92,3.66,12.73,3515,2473,-2498,-18,6376
NGC_5606,216.946,-59.632,314.84,0.993,0.034,36,-4.88,0.082,-2.897,0.103,0.374,0.04,NN,7.26,1.69,11.98,2493,1757,-1767,43,6815
Hogg_17,218.459,-61.326,314.899,-0.856,0.059,41,-5.201,0.067,-2.433,0.081,0.407,0.053,NN,8.17,1.8,11.79,2277,1607,-1613,-34,6923
